Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District,Latitude,Longitude,Point
R,Completely Locked,06/22/2020 02:46:25 PM,R026,R026,,Active,No,Not Applicable,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,Gerard P. Dugan Playground,Adults Allowed,R026-CPA-0001,03/31/2020,06/22/2020,503,R-03,40.56187057495117,-74.11141967773438,POINT (-74.11141967773438 40.56187057495117)
M,Completely Locked,06/22/2020 11:46:50 AM,M042,M042-03,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 214 St & Seaman Ave,Indian Road Plgd,Adults not allowed in some locations,M042-CPA-0003,03/31/2020,06/21/2020,112,M-12,40.87167739868164,-73.9198989868164,POINT (-73.9198989868164 40.87167739868164)
X,Completely Locked,06/22/2020 10:31:15 AM,X044,X044-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 193 St & Jerome Ave,St James Park Playground,Adults not allowed in some locations,X044-CPA-0001,03/31/2020,06/21/2020,207,X-07,40.86595153808594,-73.89823150634766,POINT (-73.89823150634766 40.86595153808594)
M,Completely Locked,06/22/2020 03:25:52 PM,M071,M071-16,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 97 St & Riverside Dr,Dinosaur Plgd,Unknown,M071-CPA-0007,03/31/2020,06/21/2020,107,M-14,40.796932220458984,-73.97502136230469,POINT (-73.97502136230469 40.796932220458984)
Q,Completely Locked,06/21/2020 02:55:40 PM,Q096E,Q096E,,Active,No,Not Applicable,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,Lefferts Playground,Unknown,Q096E-CPA-0001,03/31/2020,06/21/2020,410,Q-10,40.66547393798828,-73.82130432128906,POINT (-73.82130432128906 40.66547393798828)
Q,Completely Locked,06/21/2020 01:40:45 PM,Q041,Q041,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"56 Ave., 92 St.",Newtown Playground,Adults Allowed,Q041-CPA-0001,03/31/2020,06/21/2020,404,Q-04,40.736236572265625,-73.8693618774414,POINT (-73.8693618774414 40.736236572265625)
X,Completely Locked,06/22/2020 10:55:47 AM,X004,X004-04,,Active,No,Not Applicable,E 174 & Bronx River Pkwy,Metcalf Playground,Adults not allowed in some locations,X004-CPA-0004,03/31/2020,06/21/2020,209,X-09,40.83462905883789,-73.87359619140625,POINT (-73.87359619140625 40.83462905883789)
B,Completely Locked,06/23/2020 10:08:49 AM,B150,B150,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Ave. L bet. E. 17 St. and E. 18 St.,Kolbert Playground,Adults Allowed,B150-CPA-0001,03/31/2020,06/22/2020,314,B-14,40.620216369628906,-73.9582290649414,POINT (-73.9582290649414 40.620216369628906)
Q,Completely Locked,06/21/2020 06:41:49 PM,Q290,Q290,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Central Ave. bet. 70 St. and 71 St.,"""Uncle"" Vito F. Maranzano Glendale Playground",Adults Allowed,Q290-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.70469284057617,-73.88172912597656,POINT (-73.88172912597656 40.70469284057617)
M,Partially Locked,06/22/2020 01:13:49 PM,M015,M015,,Active,No,Not Applicable,"Baxter St, Mulberry St, Bayard St and Park",Columbus Park,Adults not allowed in some locations,M015-CPA-0001,03/31/2020,06/21/2020,103,M-01,40.71458435058594,-74.00003051757812,POINT (-74.00003051757812 40.71458435058594)
Q,Completely Locked,06/22/2020 03:14:24 PM,Q205A,Q205A,,Active,No,Not Applicable,Laurel Hill Blvd. bet. 61 St. and 64 St.,Big Bush Playground,Adults Allowed,Q205A-CPA-0001,03/31/2020,06/22/2020,402,Q-02,40.74026870727539,-73.90209197998047,POINT (-73.90209197998047 40.74026870727539)
B,Completely Locked,06/22/2020 03:28:45 PM,B210P,B210P,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,7 Ave. bet. 81 St. and 82 St.,Dan Ross Playground,Adults Allowed,B210P-CPA-0001,03/31/2020,06/22/2020,310,B-10,40.62267303466797,-74.02172088623047,POINT (-74.02172088623047 40.62267303466797)
R,Completely Locked,06/22/2020 04:58:12 PM,R114,R114,,Active,Yes,Level 1: Playgrounds for All Children,"Jules Dr., Elson Ct., Regis Dr.",Jennifer's Playground,Adults Allowed,R114-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.620182037353516,-74.16338348388672,POINT (-74.16338348388672 40.620182037353516)
B,Completely Locked,06/22/2020 01:34:45 PM,B274,B274,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Seaview Ave. between E. 99 St. and E. 101 St.,Bayview Playground,Adults Allowed,B274-CPA-0001,03/31/2020,06/22/2020,318,B-18,40.634803771972656,-73.88739776611328,POINT (-73.88739776611328 40.634803771972656)
Q,Completely Locked,06/19/2020 08:01:22 AM,Q430,Q430,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,253 St. bet. 149 Ave. and 149 Rd.,Sunrise Playground,Adults Allowed,Q430-CPA-0001,03/31/2020,06/19/2020,413,Q-13,40.65252685546875,-73.73650360107422,POINT (-73.73650360107422 40.65252685546875)
Q,Completely Locked,06/21/2020 03:11:39 PM,Q301,Q301,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Union Hall St., 160 St. bet. 110 Ave. and 109 Ave.",Jamaica Playground,Adults Allowed,Q301-CPA-0001,03/31/2020,06/21/2020,412,Q-12,40.693199157714844,-73.790283203125,POINT (-73.790283203125 40.693199157714844)
B,Completely Locked,06/22/2020 02:31:52 PM,B139,B139,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Linden St. bet. Central Ave. and Wilson Ave.,Heckscher Playground,Adults not allowed in some locations,B139-CPA-0001,03/31/2020,06/22/2020,304,B-04,40.69486618041992,-73.91852569580078,POINT (-73.91852569580078 40.69486618041992)
M,Completely Locked,06/22/2020 04:12:16 PM,M288,M288,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,47 St. bet. 8 Ave. and 9 Ave.,Ramon Aponte Park,Adults Allowed,M288-CPA-0001,03/31/2020,06/21/2020,104,M-04,40.76140594482422,-73.98947143554688,POINT (-73.98947143554688 40.76140594482422)
X,Partially Locked,06/22/2020 10:43:21 AM,X033,X033-04,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W Mosholue Pkwy N, Gates Pl",Knox-Gates Playground,Adults not allowed in some locations,X033-CPA-0002,03/31/2020,06/21/2020,207,X-07,40.88188171386719,-73.88520050048828,POINT (-73.88520050048828 40.88188171386719)
Q,Completely Locked,06/21/2020 02:55:40 PM,Q421,Q421,,Active,No,Not Applicable,160 Ave. bet. 88 St. and 89 St.,Walter Ward Playground,Adults Allowed,Q421-CPA-0001,03/31/2020,06/21/2020,410,Q-10,40.657135009765625,-73.8437271118164,POINT (-73.8437271118164 40.657135009765625)
Q,Partially Locked,06/19/2020 01:59:08 PM,Q021,Q021-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,193rd St And Radnor Road,Upper Playground,Unknown,Q021-CPA-0001,03/31/2020,06/19/2020,408,Q-08,40.72635269165039,-73.77546691894531,POINT (-73.77546691894531 40.72635269165039)
B,Completely Locked,06/22/2020 03:12:44 PM,B223PD,B223PD,,,,,"Rodney St., S. 3 St., Borniquen Pl.",Rodney Playground Center,,,03/31/2020,06/21/2020,301,B-01,40.71025466918945,-73.95557403564453,POINT (-73.95557403564453 40.71025466918945)
B,Completely Locked,06/22/2020 03:23:55 PM,B311,B311,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Scholes St bet. Bushwick Av and Waterbury St,Ten Eyck Playground,Unknown,B311-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.708900451660156,-73.93856048583984,POINT (-73.93856048583984 40.708900451660156)
B,Completely Locked,06/22/2020 01:08:16 PM,B325,B325,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Fulton St. between Saratoga Ave. and Hopkinson Ave.,Fish Playground,Adults Allowed,B325-CPA-0001,03/31/2020,06/20/2020,316,B-16,40.678096771240234,-73.91417694091797,POINT (-73.91417694091797 40.678096771240234)
B,Partially Locked,06/22/2020 01:13:48 PM,B218,B218,,,,,,Paerdegat Park,,,03/31/2020,06/22/2020,317,B-17,40.63835906982422,-73.93834686279297,POINT (-73.93834686279297 40.63835906982422)
Q,Partially Locked,06/23/2020 11:09:23 AM,Q307,Q307,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,121 Ave. bet. 235 St. and 237 St.,Delphin H. Greene Playground,Adults Allowed,Q307-CPA-0001,03/31/2020,06/23/2020,413,Q-13,40.68440246582031,-73.72908782958984,POINT (-73.72908782958984 40.68440246582031)
X,Completely Locked,06/22/2020 11:03:24 AM,X148M1,X148M1,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",Havemeyer Playground,Adults Allowed,X148M1-CPA-0001,03/31/2020,06/21/2020,209,X-09,40.829891204833984,-73.84796905517578,POINT (-73.84796905517578 40.829891204833984)
X,Completely Locked,06/22/2020 11:20:28 AM,X039,X039-01,,Active,No,Not Applicable,"Bruckner Exwy, Buhre Ave",Playground For All Children,Adults Allowed,X039-CPA-0001,03/31/2020,06/21/2020,228,X-15,40.84874725341797,-73.82549285888672,POINT (-73.82549285888672 40.84874725341797)
X,Not Lockable,06/22/2020 11:12:25 AM,X172,X172,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Allerton Ave. bet. Throop Ave. and Bouck Ave.,Allerton Playground,Adults Allowed,X172-CPA-0001,03/31/2020,06/21/2020,211,X-11,40.86558532714844,-73.85050964355469,POINT (-73.85050964355469 40.86558532714844)
X,Not Lockable,06/22/2020 09:59:07 AM,X307,X307,,Active,No,Not Applicable,Viele Ave. bet. Tiffany St. and Barretto St.,Barretto Point Park,Adults not allowed in some locations,X307-CPA-0001,03/31/2020,06/21/2020,202,X-02,40.805999755859375,-73.88796997070312,POINT (-73.88796997070312 40.805999755859375)
Q,Completely Locked,06/21/2020 06:58:29 PM,Q360G,Q360G,,Active,No,Not Applicable,"55 Dr., Hamilton Pl., Perry Ave.",Whitefish Triangle,Adults not allowed in some locations,Q360G-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.725093841552734,-73.8989028930664,POINT (-73.8989028930664 40.725093841552734)
B,Completely Locked,06/22/2020 04:36:51 PM,B223JB,B223JB,,Active,No,Not Applicable,"Prospect St., York St. bet. Jay St. and Bridge St.",Bridge Park,Adults Allowed,B223JB-CPA-0001,03/31/2020,06/22/2020,302,B-02,40.70082092285156,-73.9853515625,POINT (-73.9853515625 40.70082092285156)
B,Partially Locked,06/23/2020 10:01:04 AM,B258,B258,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ralph Ave. bet. Chauncey St. and Sumpter St.,Brevoort Playground,Adults Allowed,B258-CPA-0001,03/31/2020,06/22/2020,303,B-03,40.68084716796875,-73.92280578613281,POINT (-73.92280578613281 40.68084716796875)
B,Completely Locked,06/22/2020 01:05:46 PM,B156,B156,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Sackman To Powell Sts bet. Glenmore and Pit,Powell Playground,Unknown,B156-CPA-0001,03/31/2020,06/20/2020,316,B-16,40.67121124267578,-73.90478515625,POINT (-73.90478515625 40.67121124267578)
M,Completely Locked,06/22/2020 11:42:55 AM,M028,M028-02,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W 162 St, E/o Riverside Dr",Lily Brown Playground,Adults Allowed,M028-CPA-0001,03/31/2020,06/21/2020,112,M-12,40.83885955810547,-73.94613647460938,POINT (-73.94613647460938 40.83885955810547)
M,Partially Locked,06/22/2020 10:56:50 AM,M238,M238,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Amsterdam Ave., W. 104 St. and W. 105 St.",Bloomingdale Playground,Adults Allowed,M238-CPA-0001,03/31/2020,06/21/2020,107,M-07,40.7992057800293,-73.96623992919922,POINT (-73.96623992919922 40.7992057800293)
X,Completely Locked,06/22/2020 11:04:07 AM,X160,X160,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,St. Raymond's Ave. bet. Odell St. and Purdy St.,Caserta Playground,Adults Allowed,X160-CPA-0002,03/31/2020,06/21/2020,209,X-09,40.83730697631836,-73.85364532470703,POINT (-73.85364532470703 40.83730697631836)
M,Not Lockable,06/22/2020 11:21:27 AM,M010,M010-151,,,,,,Great Lawn Plgd,,,03/31/2020,06/22/2020,164,M-13,40.78247833251953,-73.96444702148438,POINT (-73.96444702148438 40.78247833251953)
Q,Partially Locked,06/19/2020 01:40:13 PM,Q373,Q373,,Active,No,Not Applicable,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",East Elmhurst Playground,Adults Allowed,Q373-CPA-0001,03/31/2020,06/19/2020,403,Q-03,40.76572799682617,-73.87163543701172,POINT (-73.87163543701172 40.76572799682617)
Q,Completely Locked,06/22/2020 01:02:41 PM,Q021,Q021-02,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,193 St & Aberdeen Rd,Redwood Playground,Unknown,Q021-CPA-0002,03/31/2020,06/21/2020,408,Q-08,40.72690963745117,-73.77561950683594,POINT (-73.77561950683594 40.72690963745117)
X,Completely Locked,06/22/2020 09:51:06 AM,X219,X219,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 164 St bet. Teller Av and Clay Av at Park Ave,Arcilla Playground,Adults Allowed,X219-CPA-0001,03/31/2020,06/21/2020,204,X-04,40.827293395996094,-73.9145278930664,POINT (-73.9145278930664 40.827293395996094)
B,Completely Locked,06/22/2020 03:45:07 PM,B208,B208,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Nostrand Ave. bet. Kings Hwy. and Ave. P,Pfc Norton Playground,Adults Allowed,B208-CPA-0001,03/31/2020,06/22/2020,315,B-15,40.6146354675293,-73.9449691772461,POINT (-73.9449691772461 40.6146354675293)
Q,Completely Locked,06/19/2020 01:26:18 PM,Q015,Q015-10,,Active,No,Not Applicable,79 St & Park Lane South,Mary Whalen Playground,Unknown,Q015-CPA-0007,03/31/2020,06/19/2020,482,Q-16,40.69569396972656,-73.86511993408203,POINT (-73.86511993408203 40.69569396972656)
X,Not Lockable,06/22/2020 11:17:24 AM,X193,X193,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Crawford Ave. at Baychester Ave.,Stars & Stripes Playground,Adults Allowed,X193-CPA-0001,03/31/2020,06/21/2020,212,X-12,40.88534164428711,-73.83895111083984,POINT (-73.83895111083984 40.88534164428711)
X,Completely Locked,06/22/2020 10:18:37 AM,X010A,X010A-02,,Active,No,Not Applicable,E 175 St & Arthur Ave,Tremont Plgd (2),Adults Allowed,X010A-CPA-0002,03/31/2020,06/21/2020,206,X-06,40.84443664550781,-73.89456939697266,POINT (-73.89456939697266 40.84443664550781)
X,Completely Locked,06/22/2020 10:43:47 AM,X180,X180,,,,,Perry Ave. bet. E. 205 St. and E. 208 St,Whalen Playground,,,03/31/2020,06/21/2020,207,X-07,40.87434387207031,-73.87774658203125,POINT (-73.87774658203125 40.87434387207031)
Q,Completely Locked,06/22/2020 10:24:42 AM,Q326,Q326,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,40 Rd. bet. Prince St. and Main St.,Bland Playground,Adults not allowed in some locations,Q326-CPA-0001,03/31/2020,06/21/2020,407,Q-07,40.758201599121094,-73.83129119873047,POINT (-73.83129119873047 40.758201599121094)
Q,Completely Locked,06/21/2020 01:11:59 PM,Q390,Q390,,Active,No,Not Applicable,Clintonville St. bet. 17 Ave. and 17 Rd.,Clintonville Playground,Adults Allowed,Q390-CPA-0001,03/31/2020,06/21/2020,407,Q-07,40.78305435180664,-73.80648040771484,POINT (-73.80648040771484 40.78305435180664)
B,Completely Locked,06/24/2020 10:49:36 AM,B362,B362,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Chester St. to Bristol St. between Sutter Ave. and Pitkin Ave.,Chester Playground,Adults Allowed,B362-CPA-0001,03/31/2020,06/23/2020,316,B-16,40.66877746582031,-73.91219329833984,POINT (-73.91219329833984 40.66877746582031)
X,Completely Locked,06/22/2020 10:38:24 AM,X080,X080-01,,Active,No,Not Applicable,Kappock St & Independence Ave,Paul's Playground,Adults not allowed in some locations,X080-CPA-0001,03/31/2020,06/21/2020,208,X-08,40.880741119384766,-73.91987609863281,POINT (-73.91987609863281 40.880741119384766)
R,Completely Locked,06/23/2020 01:21:02 PM,R067,R067,,Active,No,Not Applicable,Dongan Hills Ave. and Jefferson St.,Gen. Douglas MacArthur Park,Adults Allowed,R067-CPA-0001,03/31/2020,06/23/2020,502,R-02,40.585670471191406,-74.10115814208984,POINT (-74.10115814208984 40.585670471191406)
M,Completely Locked,06/22/2020 11:03:54 AM,M229,M229,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 97 St. and Amsterdam Ave.,Happy Warrior Playground,Unknown,M229-CPA-0001,03/31/2020,06/21/2020,107,M-07,40.79557800292969,-73.9679946899414,POINT (-73.9679946899414 40.79557800292969)
X,Completely Locked,06/22/2020 10:13:42 AM,X106,X106,,Active,No,Not Applicable,E 146 St bet. Walton Av and Grand Concourse,Garrison Playground,Unknown,X106-CPA-0001,03/31/2020,,201,X-01,40.817386627197266,-73.92819213867188,POINT (-73.92819213867188 40.817386627197266)
R,Completely Locked,06/22/2020 02:37:38 PM,R072,R072,,,,,"Adelaide Ave., Clawson St.",Clawson Playground,,,03/31/2020,,503,R-03,40.56060791015625,-74.12384033203125,POINT (-74.12384033203125 40.56060791015625)
B,Completely Locked,06/24/2020 02:55:35 PM,B291,B291,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ave. N between E. 49 St. and Utica Ave.,Power Playground,Adults Allowed,B291-CPA-0001,03/31/2020,06/24/2020,318,B-18,40.618534088134766,-73.92718505859375,POINT (-73.92718505859375 40.618534088134766)
Q,Completely Locked,06/21/2020 06:41:49 PM,Q289,Q289,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"74 St., 75 St. bet. Cooper Ave. and 78 Ave.",Pinocchio Playground,Adults Allowed,Q289-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.705772399902344,-73.8753662109375,POINT (-73.8753662109375 40.705772399902344)
M,Completely Locked,06/22/2020 05:25:04 PM,M108G,M108G,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,FDR Dr. bet. E. 102 St. and E. 106 St.,Playground 103 CIII,Unknown,M108G-CPA-0001,03/31/2020,06/21/2020,111,M-15,40.786861419677734,-73.93916320800781,POINT (-73.93916320800781 40.786861419677734)
X,Completely Locked,06/22/2020 10:41:10 AM,X224,X224,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Greystone Av bet. W 236 St and W 240 St,MacLaughlin Playground,Adults not allowed in some locations,X224-CPA-0001,03/31/2020,06/21/2020,208,X-08,40.887855529785156,-73.90536499023438,POINT (-73.90536499023438 40.887855529785156)
M,Completely Locked,06/22/2020 11:10:00 AM,M010,M010-090,,Active,No,Not Applicable,68 St & Central Park West (E),The Tarr-Coyne Tots Playground,Unknown,M010-CPA-0005,03/31/2020,06/21/2020,164,M-13,40.77332305908203,-73.97706604003906,POINT (-73.97706604003906 40.77332305908203)
